,City Name,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temperature,Wind Speed
372,Puerto Madryn,93,AR,1602181448,32,-42.77,-65.04,64.22,25.39
373,Grootfontein,3,NA,1602181448,16,-19.57,18.12,79.27,15.7
374,Lancaster,20,US,1602181294,32,40.25,-76.25,68.0,19.46
375,Angoche,0,MZ,1602181448,75,-16.23,39.91,74.34,11.23
376,Kitimat,70,CA,1602181448,95,54.05,-128.65,48.0,2.04
377,Port Keats,75,AU,1602181449,72,-14.25,129.55,80.29,3.94
378,Lata,66,PT,1602181449,80,40.16,-8.33,69.01,1.99
379,Litovko,0,RU,1602181449,77,49.24,135.17,38.07,6.91
380,Pizarro,79,CO,1602181431,72,4.95,-77.37,81.77,5.5
381,Ancud,75,CL,1602181449,93,-41.87,-73.82,57.99,6.93
382,Buchanan,75,LR,1602181449,83,5.88,-10.05,80.6,7.63
383,Zhuhai,40,CN,1602181449,73,22.28,113.57,75.2,19.46
384,Arrondissement de Tarbes,93,FR,1602181450,82,43.25,0.17,62.6,3.36
385,Fuyu,99,CN,1602181450,72,45.18,124.82,54.63,12.24
386,Aného,20,TG,1602181450,83,6.23,1.6,80.6,12.75
387,Richards Bay,0,ZA,1602181450,73,-28.78,32.04,70.57,16.28
388,Barra do Garças,22,BR,1602181450,10,-15.89,-52.26,110.19,5.44
389,Udachny,90,RU,1602181445,92,66.42,112.4,24.8,6.71
390,Jalu,0,LY,1602181450,59,29.03,21.55,79.39,20.62
391,Kahului,20,US,1602181410,61,20.89,-156.47,78.8,5.32
392,Half Moon Bay,90,US,1602181451,87,37.46,-122.43,66.0,3.36
393,Bathsheba,40,BB,1602181451,83,13.22,-59.52,82.4,11.41
394,Formiga,21,BR,1602181451,20,-20.46,-45.43,95.13,7.54
395,Prince Rupert,90,CA,1602181451,87,54.32,-130.32,48.2,2.24
396,Namatanai,76,PG,1602181451,80,-3.67,152.43,79.74,4.72
397,Gejiu,37,CN,1602181451,100,23.31,103.16,53.96,2.37
398,Lourdes,91,FR,1602181452,82,43.1,-0.05,62.6,3.36
399,Barcelona,20,ES,1602181170,88,41.39,2.16,71.01,12.75
400,Mahon,20,ES,1602181452,77,39.89,4.27,66.2,4.7
401,Zhigansk,98,RU,1602181452,98,66.77,123.37,28.8,8.23
402,Murray Bridge,55,AU,1602181452,90,-35.12,139.27,51.01,7.54
403,Omsukchan,0,RU,1602181452,93,62.53,155.8,21.72,1.43
404,Torquay,85,GB,1602181453,90,50.46,-3.51,54.0,10.18
405,Sakaiminato,75,JP,1602181453,64,35.55,133.23,69.8,27.51
406,Talara,40,PE,1602181453,64,-4.58,-81.27,75.2,13.87
407,Whakatane,38,NZ,1602181453,73,-37.96,176.99,46.99,1.01
408,Maków Mazowiecki,50,PL,1602181453,93,52.86,21.1,55.0,5.82
409,Shar,40,KZ,1602181453,95,49.59,81.05,30.34,6.26
410,Zaozyornoye,100,UA,1602181453,60,45.16,33.28,70.56,4.07
411,Outlook,45,CA,1602181454,33,51.5,-107.05,64.0,5.99
412,Jatiroto,88,ID,1602181454,80,-7.88,111.12,73.85,2.91
413,Martapura,90,ID,1602181456,94,-3.42,114.85,78.8,1.72
414,Pacific Grove,90,US,1602181350,82,36.62,-121.92,61.0,4.56
415,Heilbron,0,ZA,1602181457,41,-27.28,27.97,67.51,11.39
416,Arouca,75,TT,1602181458,59,10.63,-61.33,89.6,8.05
417,Hobyo,54,SO,1602181458,82,5.35,48.53,79.83,18.84
418,Palimbang,100,PH,1602181459,76,6.21,124.19,78.76,3.69
419,Birao,69,CF,1602181459,89,10.28,22.79,74.73,5.03
420,Hailar,98,CN,1602181459,71,49.2,119.7,44.91,13.58
421,Mahajanga,40,MG,1602181460,74,-15.72,46.32,78.8,8.05
422,Chase,75,CA,1602181460,87,50.82,-119.69,55.99,6.17
423,Semey,16,KZ,1602181460,91,50.41,80.23,31.95,6.89
424,Pishin,0,PK,1602181460,34,30.58,67.0,56.66,1.07
425,Chapada dos Guimarães,34,BR,1602181460,11,-15.46,-55.75,107.6,5.82
426,La Ronge,90,CA,1602181461,87,55.1,-105.28,42.8,18.34
427,Pringsewu,98,ID,1602181461,93,-5.36,104.97,73.72,3.87
428,Santa Cruz de la Sierra,20,BO,1602181389,39,-17.8,-63.17,96.8,25.28
429,Micheweni,47,TZ,1602181461,83,-4.97,39.83,78.01,11.12
430,Bābai,56,IN,1602181461,52,22.7,77.93,74.88,4.36
431,Ambalavao,20,MG,1602181461,85,-21.83,46.93,63.55,4.94
432,Itarema,86,BR,1602181462,62,-2.92,-39.92,84.13,18.5
433,Harindānga,40,IN,1602181462,94,22.04,88.32,84.2,5.95
434,Halifax,75,CA,1602181400,58,44.65,-63.57,57.0,27.51
435,Gariāband,40,IN,1602181462,94,20.64,82.06,80.6,4.7
436,Szolnok,18,HU,1602181462,67,47.18,20.2,57.2,6.93
437,Manta,75,EC,1602181462,73,-0.95,-80.73,77.0,13.87
438,Vanimo,100,PG,1602181463,85,-2.67,141.3,77.65,3.33
439,Bilma,36,NE,1602181463,11,18.69,12.92,90.01,5.08
440,Montevideo,9,UY,1602181202,28,-34.83,-56.17,68.0,5.82
441,Cabedelo,20,BR,1602181463,58,-6.98,-34.83,86.0,10.29
442,Ilhabela,77,BR,1602181463,83,-23.78,-45.36,76.77,5.64
443,Penzance,75,GB,1602181463,76,50.12,-5.54,54.0,10.29
444,Nishihara,90,JP,1602181464,94,26.18,127.76,77.0,8.05
445,Tura,0,IN,1602181464,85,25.52,90.22,74.64,2.73
446,Durban,0,ZA,1602181391,77,-29.86,31.03,70.0,4.7
447,Quesnel,90,CA,1602181464,87,53.0,-122.5,44.6,6.93
448,Fengxian,3,CN,1602181464,85,34.7,116.59,57.83,4.65
449,Shache,53,CN,1602181464,42,38.42,77.24,48.7,4.29
450,Birjand,13,IR,1602181465,16,32.87,59.22,66.2,11.41
451,Ballangen,75,NO,1602181465,66,68.34,16.83,55.4,11.41
452,Srednekolymsk,1,RU,1602181465,95,67.45,153.68,21.67,0.98
453,Nioro,90,GM,1602181465,76,13.35,-15.75,86.52,7.36
454,Acajutla,40,SV,1602181465,65,13.59,-89.83,82.4,4.7
455,Honiara,75,SB,1602181465,94,-9.43,159.95,75.2,5.82
456,Ulagan,100,RU,1602181466,89,50.63,87.96,28.33,1.72
457,Sheridan,1,US,1602181466,45,44.83,-106.92,82.99,0.87
458,Sorong,100,ID,1602181466,84,-0.88,131.25,77.56,4.59
459,Fortuna,90,US,1602181466,100,40.6,-124.16,59.0,4.7
460,Oranjestad,20,AW,1602181304,62,12.52,-70.03,89.6,11.41
461,Paracuru,100,BR,1602181466,72,-3.41,-39.03,80.01,15.99
462,Mugur-Aksy,97,RU,1602181467,84,50.35,90.5,25.54,5.55
463,Pochutla,90,MX,1602181467,66,15.74,-96.47,88.0,5.68
464,Aykhal,90,RU,1602181467,92,66.0,111.5,24.8,6.71
465,Ciudad Bolivar,0,VE,1602181467,43,8.12,-63.55,92.93,6.6
466,Corralillo,8,CU,1602181467,68,22.98,-80.59,85.42,11.3
467,Ibirapitanga,0,BR,1602181467,48,-14.16,-39.37,88.72,8.03
468,Mahina,20,PF,1602181468,74,-17.51,-149.49,80.6,4.7
469,Vanavara,0,RU,1602181468,94,60.34,102.28,22.37,5.12
470,Dongsheng,1,CN,1602181468,87,39.82,109.98,47.03,11.43
471,Tabory,100,RU,1602181468,83,58.52,64.55,35.69,7.58
472,Mahdasht,40,IR,1602181470,76,35.73,50.81,50.0,13.87
473,Saint-Joseph,75,RE,1602181470,94,-21.37,55.62,73.4,4.7
474,Ambovombe,1,MG,1602181470,82,-25.17,46.08,67.35,9.95
475,Qasigiannguit,20,GL,1602181471,90,68.82,-51.19,32.0,5.82
476,Masty,100,BY,1602181471,74,53.41,24.54,54.99,2.98
477,Ponta Delgada,40,PT,1602181471,88,37.73,-25.67,71.6,6.93
478,Bayanday,100,RU,1602181471,92,53.07,105.51,30.97,3.71
479,Peleduy,90,RU,1602181471,88,59.63,112.74,31.86,3.33
480,Moba,100,CN,1602181472,98,33.23,105.02,46.94,3.31
481,Gimli,50,CA,1602181472,99,50.63,-96.99,53.01,3.0
482,Coaraci,0,BR,1602181472,43,-14.64,-39.55,91.26,8.75
483,Tekeli,100,KZ,1602181472,58,44.83,78.82,41.56,4.09
484,Deputatsky,100,RU,1602181472,98,69.3,139.9,19.06,4.59
485,Yar-Sale,67,RU,1602181472,91,66.83,70.83,31.44,8.14
486,Ialibu,100,PG,1602181473,98,-6.28,143.99,55.81,0.67
487,Hare Bay,75,CA,1602181473,93,48.85,-54.01,57.2,23.04
488,Guarapari,75,BR,1602181473,78,-20.67,-40.5,82.0,13.87
489,Toledo,97,ES,1602181454,45,39.83,-4.0,75.0,4.74
490,Osoyoos,75,CA,1602181474,72,49.03,-119.45,66.2,3.36
491,Kyren,84,RU,1602181474,94,51.68,102.14,31.01,0.27
492,Tessalit,40,ML,1602181474,10,20.2,1.01,97.59,12.39
493,Ryōtsu-minato,100,JP,1602181474,72,38.08,138.43,63.36,16.75
494,Zuénoula,75,CI,1602181474,91,7.43,-6.04,76.66,3.76
495,Bubaque,100,GW,1602181474,78,11.28,-15.83,83.1,10.65
496,Washington,31,US,1602180711,50,47.5,-120.5,72.0,3.0
497,Mareeba,100,AU,1602181475,88,-17.0,145.43,66.2,11.41
498,Salalah,75,OM,1602181475,83,17.02,54.09,78.8,3.36
499,Sompeta,39,IN,1602181475,83,18.93,84.6,80.82,4.56
500,Abū Zabad,29,SD,1602181475,53,12.35,29.25,83.61,10.11
501,Ambulu,100,ID,1602181475,85,-8.35,113.61,75.13,4.74
502,Emet,93,TR,1602181475,61,39.34,29.26,63.36,3.49
503,Fort Nelson,20,CA,1602181220,69,58.81,-122.7,42.8,4.7
504,Malpe,75,IN,1602181476,88,13.35,74.72,80.6,3.36
505,Mayumba,51,GA,1602181476,84,-3.43,10.66,77.25,8.55
506,Bambanglipuro,72,ID,1602181476,82,-7.95,110.28,76.3,7.25
507,Belawan,40,ID,1602181476,94,3.78,98.68,77.0,4.7
508,Baghdad,0,IQ,1602181476,23,33.34,44.4,75.2,4.7
509,Taksimo,99,RU,1602181444,86,56.34,114.88,34.5,0.67
510,Kenai,90,US,1602181477,65,60.55,-151.26,48.2,11.41
511,Russell,1,US,1602181477,54,32.35,-85.2,84.2,3.31
512,Unaí,51,BR,1602181410,11,-16.36,-46.91,106.29,1.68
513,Puerto Carreño,100,CO,1602181477,75,6.19,-67.49,84.52,8.25
514,Kavaratti,98,IN,1602181477,81,10.57,72.64,81.84,11.12
515,Ţahţā,100,EG,1602181478,23,26.77,31.5,95.0,4.7
516,Mandiana,12,GN,1602181478,71,10.63,-8.68,82.72,1.77
517,Sobolevo,100,RU,1602181478,87,54.43,31.9,55.98,7.94
518,Otradnoye,75,RU,1602181478,87,59.78,30.82,55.4,4.47
519,Tallahassee,90,US,1602181449,83,30.44,-84.28,89.01,8.05
520,Mayma,100,RU,1602181478,98,52.02,85.91,30.0,4.79
521,San Cristobal,40,VE,1602181478,41,7.77,-72.22,91.4,12.75
522,Banjar,40,ID,1602181478,100,-8.19,114.97,78.8,3.36
523,Mujiayingzi,100,CN,1602181479,45,42.12,118.78,53.01,8.25
524,Kota Belud,20,MY,1602181479,88,6.35,116.43,77.0,2.24
525,Faanui,26,PF,1602181479,79,-16.48,-151.75,78.33,17.92
526,Smoky Lake,100,CA,1602181479,79,54.12,-112.47,48.0,10.0
527,Follonica,7,IT,1602181479,50,42.93,10.76,68.0,4.12
528,Tawao,20,MY,1602181479,100,4.25,117.89,77.0,2.24
529,Abu Kamal,0,SY,1602181480,23,34.45,40.92,70.02,4.76
530,Paso de Patria,53,AR,1602181480,29,-27.25,-58.55,89.6,14.99
531,Río Gallegos,40,AR,1602181482,50,-51.62,-69.22,57.2,23.04
532,North Bend,90,US,1602181482,100,43.41,-124.22,62.01,8.05
533,Rawson,92,AR,1602181482,32,-43.3,-65.1,64.22,26.37
534,Charlestown,0,AU,1602181482,60,-32.95,151.67,62.01,8.61
535,Winona,1,US,1602181482,51,43.97,-91.77,66.0,8.05
536,Damara,40,CF,1602181483,83,4.96,18.7,78.8,4.7
537,Choix,0,MX,1602181483,21,26.71,-108.32,95.07,0.98
538,Bonavista,100,CA,1602181483,82,48.65,-53.11,57.0,7.0
539,Ambilobe,43,MG,1602181483,84,-13.2,49.05,76.48,1.88
540,Hay River,90,CA,1602181483,100,60.82,-115.8,42.8,4.7
541,Tougan,11,BF,1602181483,42,13.07,-3.07,89.87,8.08
542,Wau,99,SS,1602181484,91,7.7,28.0,73.11,4.61
543,Ponta do Sol,75,PT,1602181484,78,32.67,-17.1,73.4,2.24
544,Al Bardīyah,1,LY,1602181484,89,31.76,25.09,74.95,14.72
545,Bintulu,40,MY,1602181484,100,3.17,113.03,73.4,4.56
546,Lufilufi,90,WS,1602181484,94,-13.87,-171.6,75.2,6.93
